flight_id,flight_number,date,month,day_of_week,is_weekend,airline,aircraft_type,origin,destination,distance_km,scheduled_dep_hour,flight_duration_min,seat_capacity,passengers_boarded,load_factor_pct,weather_origin,weather_dest,origin_congestion,dest_congestion,atc_delay_min,late_aircraft_min,tech_issue_delay_min,dep_delay_min,arr_delay_min
FL1400,UK189,2023-08-15,8,Tuesday,0,Vistara,B777,LKO,PNQ,1631,10,154,342,293.0,85.8,10.0,,3,4,1.5,0.0,0.0,33.1,43.7
FL1266,AI112,2023-09-21,9,Thursday,0,Air India,B737,LKO,JAI,655,22,70,162,122.0,75.8,6.0,3.0,3,4,7.1,0.0,0.0,23.2,67.0
FL0505,6E733,2023-06-01,6,Thursday,0,IndiGo,B737,VTZ,ATQ,376,16,53,162,98.0,60.8,8.0,4.0,2,2,1.1,2.9,0.0,26.4,18.3
FL0348,UK978,2023-09-10,9,Sunday,1,Vistara,A320,BLR,SXR,1188,8,129,180,180.0,100.0,8.0,,7,2,19.5,0.0,0.0,50.8,90.7
FL0497,6E831,2023-01-04,1,Wednesday,0,IndiGo,A321,PNQ,SXR,912,11,108,220,145.0,66.3,5.0,1.0,4,2,3.8,0.0,0.0,23.7,34.5
FL0561,BZ794,2023-09-30,9,Saturday,1,Blue Dart,A320,BLR,GOI,1641,15,151,180,149.0,,6.0,8.0,7,3,,6.3,0.0,25.3,96.7
FL1497,UK972,2023-09-08,9,Friday,0,Vistara,A320,IXC,GAU,1490,21,132,180,166.0,92.3,3.0,7.0,2,2,0.5,0.0,0.0,6.6,58.6
FL0933,6E591,2023-02-11,2,Saturday,1,IndiGo,A320,LKO,GOI,789,14,81,180,129.0,71.8,4.0,1.0,3,3,0.0,0.0,0.0,0.0,13.4
FL0865,AI351,2023-08-27,8,Sunday,1,Air India,B737,IXC,GAU,460,20,69,162,118.0,73.2,6.0,5.0,2,2,13.3,0.0,0.0,23.2,76.8
FL0184,6E459,2023-11-14,11,Tuesday,0,IndiGo,ATR72,CCU,GOI,1739,19,169,70,70.0,100.0,,6.0,5,3,1.5,0.0,0.0,13.7,53.7
FL0123,6E878,2023-08-02,8,Wednesday,0,IndiGo,A319,BHO,SXR,890,8,80,144,98.0,68.1,8.0,7.0,2,2,10.8,0.0,0.0,35.1,64.1
FL0366,6E766,2023-05-07,5,Sunday,1,IndiGo,B737,JAI,ATQ,985,10,88,162,103.0,64.0,3.0,1.0,4,2,2.9,0.0,0.0,16.6,20.5
FL1100,6E683,2023-08-16,8,Wednesday,0,IndiGo,ATR72,DEL,ATQ,380,8,44,70,,91.9,,5.0,9,2,12.5,0.0,0.0,50.3,39.6
FL1268,6E204,2023-04-06,4,Thursday,0,IndiGo,A320,BLR,PNQ,1141,15,115,180,143.0,79.5,3.0,4.0,7,4,4.1,,0.0,7.4,8.4
FL0044,6E371,2023-05-15,5,Monday,0,IndiGo,ATR72,IXC,VTZ,504,18,67,70,59.0,85.2,4.0,5.0,2,2,6.4,30.0,0.0,37.1,45.6
FL0395,6E891,2023-02-20,2,Monday,0,IndiGo,A321,GAU,GOI,644,15,79,220,166.0,75.6,8.0,5.0,2,3,2.6,,0.0,27.4,43.6
FL1211,6E368,2023-07-08,7,Saturday,1,IndiGo,ATR72,GAU,PNQ,665,9,70,70,62.0,89.3,8.0,8.0,2,4,1.0,0.0,0.0,19.7,64.2
FL1054,AI818,2023-10-23,10,Monday,0,Air India,A320,GAU,PNQ,482,14,55,180,179.0,99.7,6.0,3.0,2,4,0.0,0.0,0.0,23.4,42.3
FL1467,6E196,2023-11-11,11,Saturday,1,IndiGo,A321,GOI,IXB,1933,13,167,220,157.0,71.8,2.0,3.0,3,2,1.8,0.0,0.0,5.0,28.9
FL0378,AI187,2023-11-02,11,Thursday,0,Air India,A319,MAA,PAT,350,8,48,144,,86.0,5.0,3.0,6,2,7.2,0.0,0.0,20.7,48.6
FL0533,6E897,2023-07-15,7,Saturday,1,IndiGo,ATR72,IXB,IXC,593,12,79,70,54.0,77.2,4.0,5.0,2,2,1.8,6.7,0.0,15.1,33.5
FL0575,6E957,2023-08-11,8,Friday,0,IndiGo,B737,JAI,HYD,1850,22,149,162,91.0,56.7,8.0,7.0,4,6,0.0,,0.0,29.9,83.3
FL0794,S5270,2023-12-04,12,Monday,0,StarAir,B737,IXC,PAT,923,8,93,162,143.0,88.4,6.0,1.0,2,2,8.7,0.0,0.0,29.1,40.2
FL0708,AI873,2023-02-15,2,Wednesday,0,Air India,A320,GAU,DEL,1660,22,145,180,146.0,81.2,7.0,1.0,2,9,0.0,0.0,0.0,41.0,66.1
FL0686,SG919,2023-12-24,12,Sunday,1,SpiceJet,A321,PNQ,IXB,1185,18,126,220,167.0,76.3,2.0,1.0,4,2,1.2,0.0,0.0,11.3,31.5
FL1311,6E794,2023-04-30,4,Sunday,1,IndiGo,A320,LKO,BOM,1100,18,103,180,174.0,97.1,3.0,1.0,3,9,0.0,0.0,0.0,8.4,50.6
FL0379,I5594,2023-01-13,1,Friday,0,AirAsia India,B737,LKO,GOI,1002,14,106,162,132.0,81.6,7.0,8.0,3,3,2.0,0.0,0.0,23.6,68.4
FL0354,SG887,2023-10-08,10,Sunday,1,SpiceJet,B737,HYD,IXC,775,16,88,162,120.0,74.2,6.0,2.0,6,2,0.2,0.0,0.0,27.0,39.8
FL0446,UK969,2023-05-02,5,Tuesday,0,Vistara,B787,DEL,LKO,510,19,57,296,214.0,72.6,5.0,5.0,9,3,31.4,,0.0,36.3,39.0
FL0344,6E734,2023-04-09,4,Sunday,1,IndiGo,A319,HYD,MAA,520,7,60,144,127.0,88.3,2.0,1.0,6,6,13.7,0.0,0.0,18.1,42.2
FL1004,AI130,2023-01-10,1,Tuesday,0,Air India,B737,AMD,SXR,1318,21,125,162,157.0,97.3,7.0,10.0,4,2,10.5,0.0,0.0,33.6,101.2
FL1238,6E500,2023-05-12,5,Friday,0,IndiGo,ATR72,VTZ,IXB,1100,17,124,70,61.0,87.4,1.0,1.0,2,2,2.0,0.0,0.0,6.6,21.9
FL1189,AI941,2023-07-01,7,Saturday,1,Air India,B787,HYD,SXR,788,16,91,296,249.0,84.4,3.0,5.0,6,2,3.4,0.0,0.0,5.6,59.0
FL1271,6E559,2023-10-15,10,Sunday,1,IndiGo,A320,BLR,LKO,1850,9,170,180,139.0,77.5,3.0,2.0,7,3,,33.6,0.0,54.8,37.1
FL1284,AI880,2023-05-27,5,Saturday,1,Air India,CRJ-900,BHO,MAA,1978,17,177,90,83.0,92.3,1.0,1.0,2,6,18.2,0.0,0.0,20.3,49.7
FL1415,6E769,2023-01-25,1,Wednesday,0,IndiGo,A321,GAU,VTZ,517,20,76,220,180.0,82.0,7.0,5.0,2,2,2.7,,0.0,20.8,28.5
FL0618,AI302,2023-05-16,5,Tuesday,0,Air India,A321,GAU,BLR,895,9,93,220,163.0,74.2,4.0,3.0,2,7,17.7,,0.0,26.2,46.5
FL0681,I5108,2023-05-24,5,Wednesday,0,AirAsia India,A321,IXC,HYD,1730,7,169,220,140.0,63.8,2.0,4.0,2,6,14.0,0.0,0.0,12.1,42.1
FL0873,SG451,2023-01-26,1,Thursday,0,SpiceJet,B737,PNQ,SXR,9000,20,75,162,138.0,85.7,8.0,2.0,4,2,10.2,0.0,0.0,38.6,60.2
FL1164,AI533,2023-11-09,11,Thursday,0,Air India,B737,GAU,CCU,400,9,58,162,114.0,70.8,7.0,1.0,2,5,3.6,0.0,0.0,27.9,51.6
FL0680,6E455,2023-09-16,9,Saturday,1,IndiGo,A320,SXR,BHO,1279,11,116,180,126.0,70.5,7.0,10.0,2,2,6.4,0.0,1.5,28.7,77.0
FL0749,AI942,2023-02-22,2,Wednesday,0,Air India,B787,COK,LKO,344,20,59,296,228.0,77.2,3.0,3.0,4,3,10.6,0.0,0.0,15.1,34.8
FL0942,I5949,2023-08-17,8,Thursday,0,AirAsia India,A320,BLR,PAT,1007,8,113,180,133.0,74.4,7.0,8.0,7,2,2.2,0.0,0.0,8.3,57.8
FL0201,6E580,2023-04-23,4,Sunday,1,IndiGo,ATR72,VTZ,JAI,1584,7,152,70,53.0,76.1,5.0,2.0,2,4,11.6,29.0,0.0,57.3,41.5
FL1101,SG542,2023-12-31,12,Sunday,1,SpiceJet,B737,JAI,DEL,260,20,49,162,126.0,,3.0,5.0,4,9,17.5,0.0,0.0,19.7,70.6
FL0564,SG969,2023-08-05,8,Saturday,1,SpiceJet,A321,VTZ,BOM,323,16,54,220,192.0,87.5,9.0,6.0,2,9,0.0,0.0,0.0,34.1,60.9
FL0607,SG688,2023-06-23,6,Friday,0,SpiceJet,A320,BOM,COK,1200,22,118,180,122.0,68.2,6.0,7.0,9,4,0.0,0.0,0.0,0.0,51.1
FL0762,6E431,2023-02-03,2,Friday,0,IndiGo,B737,SXR,PNQ,796,16,73,162,151.0,93.8,1.0,1.0,2,4,0.9,14.9,0.0,16.7,23.7
FL1246,UK165,2023-03-28,3,Tuesday,0,Vistara,A320,IXC,AMD,713,12,87,180,162.0,90.1,5.0,2.0,2,4,5.3,17.1,0.0,28.7,18.3
FL0536,G8104,2023-03-16,3,Thursday,0,GoFirst,A320,BHO,IXC,1126,9,127,180,149.0,83.3,8.0,3.0,2,2,9.1,0.0,0.0,45.8,51.6
FL0482,AI355,2023-12-23,12,Saturday,1,Air India,B737,BLR,LKO,1850,17,181,162,147.0,91.3,4.0,2.0,7,3,16.6,0.0,0.0,13.8,44.6
FL0845,AI704,2023-06-19,6,Monday,0,Air India,A319,GAU,BLR,1922,13,165,144,102.0,71.0,4.0,3.0,2,7,,17.5,0.0,17.7,39.0
FL0105,AI870,2023-06-12,6,Monday,0,Air India,A320,GAU,GOI,1728,13,144,180,135.0,75.1,10.0,5.0,2,3,0.4,0.0,0.0,44.1,85.5
FL0445,UK654,2023-02-27,2,Monday,0,Vistara,A320,PNQ,MAA,313,15,59,180,156.0,87.1,5.0,4.0,4,6,1.4,0.0,0.6,10.3,29.9
FL1460,AI790,2023-09-27,9,Wednesday,0,Air India,B737,JAI,BHO,1786,19,173,162,142.0,88.1,9.0,5.0,4,2,2.8,0.0,0.0,28.1,75.6
FL0269,SG123,2023-06-09,6,Friday,0,SpiceJet,ATR72,ATQ,GAU,1256,6,131,70,51.0,73.3,6.0,8.0,2,2,0.0,0.0,0.0,12.0,77.7
FL0574,AI320,2023-07-25,7,Tuesday,0,Air India,B737,AMD,COK,684,22,71,162,120.0,74.5,7.0,6.0,4,4,0.0,0.4,0.0,27.8,77.0
FL1482,6E950,2023-06-20,6,Tuesday,0,IndiGo,B777,BHO,GAU,738,16,79,342,321.0,94.0,5.0,4.0,2,2,2.2,0.0,0.0,7.7,20.3
FL1197,I5686,2023-10-12,10,Thursday,0,AirAsia India,B737,VTZ,BLR,1514,14,159,162,121.0,75.3,1.0,5.0,2,7,7.8,0.0,0.0,5.9,21.8
FL1389,AI885,2023-02-24,2,Friday,0,Air India,A321,PNQ,MAA,1793,8,171,220,146.0,66.5,4.0,1.0,4,6,4.3,0.0,0.0,10.1,21.5
FL0895,SG156,2023-01-07,1,Saturday,1,SpiceJet,ATR72,IXB,GAU,1035,7,107,70,46.0,66.5,4.0,3.0,2,2,1.4,10.8,0.0,13.5,44.1
FL1267,UK738,2023-10-18,10,Wednesday,0,Vistara,B737,IXC,PNQ,435,17,49,162,156.0,96.8,5.0,4.0,2,4,7.7,0.0,0.0,21.6,46.4
FL0236,6E423,2023-05-04,5,Thursday,0,IndiGo,A320,COK,BOM,1200,5,123,180,146.0,81.3,2.0,,4,9,4.6,0.0,0.0,12.6,15.5
FL0325,SG758,2023-05-27,5,Saturday,1,SpiceJet,A320,BHO,IXB,1315,13,130,180,170.0,94.6,1.0,4.0,2,2,3.2,0.0,0.0,0.0,20.1
FL1354,G8748,2023-11-09,11,Thursday,0,GoFirst,ATR72,COK,BLR,520,9,57,70,62.0,89.2,4.0,,4,7,22.4,0.0,0.0,33.6,55.2
FL0392,AI493,2023-10-15,10,Sunday,1,Air India,B737,LKO,DEL,510,7,67,162,144.0,88.9,1.0,2.0,3,9,13.5,0.0,0.0,16.8,52.9
FL0436,S5611,2023-04-02,4,Sunday,1,StarAir,A320,IXB,BLR,1316,8,113,180,151.0,84.0,7.0,1.0,2,7,3.4,0.0,0.0,33.8,82.8
FL0727,SG760,2023-08-27,8,Sunday,1,SpiceJet,CRJ-900,MAA,SXR,776,12,88,90,77.0,86.0,8.0,8.0,6,2,2.1,14.9,0.0,33.1,80.9
FL1457,AI375,2023-10-09,10,Monday,0,Air India,B777,COK,IXB,713,5,92,342,293.0,85.8,6.0,5.0,4,2,3.9,0.0,11.1,46.3,54.4
FL0922,AI546,2023-08-21,8,Monday,0,Air India,A320,PNQ,BLR,1264,7,124,180,150.0,83.3,7.0,6.0,4,7,7.6,0.0,6.6,38.0,90.9
FL1023,G8680,2023-11-14,11,Tuesday,0,GoFirst,A321,BLR,VTZ,494,5,65,220,184.0,83.8,,7.0,7,2,0.0,0.0,0.0,5.0,49.8
FL1057,I5372,2023-04-14,4,Friday,0,AirAsia India,,PNQ,COK,690,13,84,180,153.0,85.4,5.0,3.0,4,4,7.0,0.0,0.0,13.5,11.7
FL1321,6E862,2023-02-09,2,Thursday,0,IndiGo,B777,BLR,LKO,1850,17,185,342,248.0,72.6,2.0,3.0,7,3,20.3,0.0,0.0,23.8,40.0
FL0481,AI427,2023-08-10,8,Thursday,0,Air India,A321,MAA,LKO,1826,9,183,220,126.0,57.5,10.0,6.0,6,3,0.0,0.0,0.0,38.9,68.7
FL1061,6E492,2023-05-05,5,Friday,0,IndiGo,B737,MAA,LKO,1719,8,162,162,108.0,66.8,2.0,3.0,6,3,8.8,0.0,0.0,17.7,9.5
FL1047,AI367,2023-03-19,3,Sunday,1,Air India,B737,JAI,IXC,1979,21,160,162,129.0,79.7,2.0,3.0,4,2,0.0,36.1,0.0,34.5,50.3
FL1162,G8228,2023-04-20,4,Thursday,0,GoFirst,B777,IXB,HYD,804,21,95,342,329.0,96.4,4.0,4.0,2,6,5.0,0.0,0.0,7.0,29.1
FL1281,UK534,2023-06-10,6,Saturday,1,Vistara,A320,BHO,ATQ,937,6,109,180,146.0,81.1,5.0,5.0,2,2,3.8,24.2,0.0,41.5,35.1
FL0431,SG350,2023-05-27,5,Saturday,1,SpiceJet,B737,GOI,IXC,1794,15,177,162,162.0,100.0,3.0,1.0,3,2,12.4,0.0,0.0,12.9,32.3
FL1264,AI434,2023-04-07,4,Friday,0,Air India,ATR72,CCU,BOM,1880,9,176,70,54.0,78.0,2.0,4.0,5,9,7.0,0.0,0.0,13.2,43.6
FL0136,UK439,2023-12-12,12,Tuesday,0,Vistara,B737,MAA,SXR,375,20,60,162,142.0,87.8,5.0,2.0,6,2,3.2,2.2,0.0,21.4,34.6
FL1097,6E962,2023-10-21,10,Saturday,1,IndiGo,A321,COK,SXR,1628,18,146,220,186.0,84.6,3.0,3.0,4,2,11.2,15.8,0.0,25.8,31.6
FL0058,G8963,2023-09-21,9,Thursday,0,GoFirst,A320,AMD,PAT,1613,5,141,180,161.0,89.5,6.0,6.0,4,2,0.0,0.0,0.0,7.8,61.6
FL0471,AI676,2023-02-16,2,Thursday,0,Air India,A320,DEL,PAT,1000,12,110,180,152.0,84.9,1.0,3.0,9,2,3.3,0.0,0.0,5.5,28.5
FL0074,SG596,2023-09-27,9,Wednesday,0,SpiceJet,B737,AMD,PNQ,1605,19,134,162,140.0,86.6,8.0,,4,4,6.3,1.6,0.0,34.3,91.8
FL1378,SG511,2023-09-24,9,Sunday,1,SpiceJet,B737,HYD,DEL,1253,16,110,162,136.0,84.2,10.0,5.0,6,9,3.1,4.8,0.0,43.0,66.2
FL1302,G8751,2023-08-14,8,Monday,0,GoFirst,ATR72,BHO,ATQ,1583,22,145,70,60.0,86.5,6.0,7.0,2,2,2.8,0.0,0.0,12.3,53.3
FL1319,6E853,2023-01-14,1,Saturday,1,IndiGo,A321,BLR,LKO,1850,21,174,220,176.0,80.4,6.0,4.0,7,3,0.5,0.0,0.0,13.7,30.9
FL0149,6E862,2023-06-20,6,Tuesday,0,IndiGo,A321,PAT,AMD,316,19,61,220,,79.6,6.0,9.0,2,4,0.0,0.0,0.0,7.2,76.2
FL1323,SG427,2023-10-08,10,Sunday,1,SpiceJet,,IXB,GAU,688,14,71,180,155.0,86.2,2.0,6.0,2,2,2.0,0.0,0.0,1.6,34.0
FL0874,UK492,2023-10-19,10,Thursday,0,Vistara,A321,VTZ,MAA,1315,22,133,220,132.0,60.2,5.0,1.0,2,6,0.0,,0.0,11.2,16.7
FL0926,6E274,2023-08-16,8,Wednesday,0,IndiGo,A320,GOI,CCU,1916,16,168,180,146.0,81.3,3.0,7.0,3,5,8.4,0.0,0.0,9.2,54.3
FL0355,6E561,2023-08-11,8,Friday,0,IndiGo,B737,PAT,JAI,360,17,48,162,131.0,81.3,9.0,4.0,2,4,11.4,0.0,0.0,32.1,38.4
FL1262,SG128,2023-03-08,3,Wednesday,0,SpiceJet,B737,PNQ,PAT,788,11,92,162,125.0,77.6,4.0,2.0,4,2,4.0,55.5,3.0,68.6,73.8
FL0970,UK102,2023-12-01,12,Friday,0,Vistara,A320,ATQ,IXB,1815,11,170,180,116.0,64.5,2.0,6.0,2,2,4.8,0.0,2.7,7.3,31.4
FL0280,SG894,2023-06-10,6,Saturday,1,SpiceJet,A321,DEL,SXR,670,8,80,220,147.0,66.9,8.0,3.0,9,2,0.7,7.7,0.0,36.6,49.2
FL0976,6E396,2023-12-01,12,Friday,0,IndiGo,B737,LKO,IXC,1603,13,155,162,144.0,89.4,8.0,9.0,3,2,0.5,0.0,0.0,27.3,73.3
FL1213,6E639,2023-02-18,2,Saturday,1,IndiGo,B787,PNQ,PAT,1957,10,165,296,199.0,67.5,5.0,3.0,4,2,0.0,0.0,0.0,0.9,11.7
FL0989,G8966,2023-04-23,4,Sunday,1,GoFirst,A320,COK,CCU,1673,11,163,180,173.0,96.2,1.0,3.0,4,5,,0.0,0.0,7.3,20.9
FL0049,AI889,2023-03-30,3,Thursday,0,Air India,A320,BLR,IXC,1998,20,199,180,150.0,83.7,1.0,4.0,7,2,16.3,0.0,1.5,21.7,47.3
FL0789,UK987,2023-09-09,9,Saturday,1,Vistara,A320,BLR,COK,520,10,66,180,159.0,88.6,7.0,9.0,7,4,2.3,0.0,0.0,30.6,105.6
FL0070,AI981,2023-08-06,8,Sunday,1,Air India,A320,PNQ,MAA,1643,7,164,180,139.0,77.7,9.0,8.0,4,6,13.1,0.0,0.0,38.3,106.9
FL0785,AI337,2023-03-07,3,Tuesday,0,Air India,A320,VTZ,AMD,1540,22,137,180,136.0,76.0,1.0,1.0,2,4,1.1,0.0,0.0,7.4,32.3
FL0465,I5467,2023-05-24,5,Wednesday,0,AirAsia India,B777,GAU,DEL,1660,12,153,342,,100.0,1.0,2.0,2,9,0.0,0.0,0.0,9.0,32.3
FL0582,6E827,2023-02-22,2,Wednesday,0,IndiGo,B777,VTZ,GOI,1706,10,138,342,275.0,80.5,4.0,5.0,2,3,4.8,0.0,0.0,13.9,23.5
FL0458,SG186,2023-07-11,7,Tuesday,0,SpiceJet,B737,COK,BHO,1062,6,108,162,113.0,70.2,8.0,7.0,4,2,5.1,0.0,0.0,32.1,95.5
FL1273,6E181,2023-10-29,10,Sunday,1,IndiGo,B737,GOI,PNQ,1811,13,171,162,134.0,82.9,3.0,8.0,3,4,3.6,0.0,0.0,2.7,23.0
FL0166,6E338,2023-04-18,4,Tuesday,0,IndiGo,B777,BLR,IXB,724,19,74,342,256.0,75.1,6.0,3.0,7,2,27.2,0.0,0.0,40.1,39.1
FL0844,6E515,2023-04-02,4,Sunday,1,IndiGo,B787,GOI,PAT,1537,13,152,296,220.0,74.4,3.0,7.0,3,2,8.5,0.0,0.0,9.1,54.4
FL0777,AI772,2023-09-08,9,Friday,0,Air India,ATR72,GAU,AMD,761,22,79,70,55.0,79.3,2.0,4.0,2,4,1.5,0.0,0.0,3.2,20.6
FL0187,UK150,2023-11-03,11,Friday,0,Vistara,B737,IXB,BLR,407,22,57,162,147.0,91.1,7.0,4.0,2,7,3.8,0.0,0.0,30.1,29.2
FL0563,6E494,2023-03-25,3,Saturday,1,IndiGo,B737,BHO,PNQ,1286,9,137,162,116.0,71.9,9.0,6.0,2,4,2.2,0.0,0.0,37.1,39.0
FL1071,6E837,2023-04-14,4,Friday,0,IndiGo,A320,LKO,IXB,1293,22,123,180,157.0,87.3,8.0,5.0,3,2,1.2,0.0,0.0,31.7,38.3
FL0512,SG821,2023-11-19,11,Sunday,1,SpiceJet,B777,PNQ,BOM,149,8,35,342,,89.7,3.0,1.0,4,9,11.8,0.0,0.0,15.7,63.3
FL0879,6E443,2023-09-10,9,Sunday,1,IndiGo,A320,LKO,IXC,1550,12,144,180,120.0,66.7,3.0,6.0,3,2,0.0,0.0,0.0,11.4,34.8
FL0514,UK585,2023-06-17,6,Saturday,1,Vistara,A320,LKO,SXR,1516,9,139,180,145.0,,4.0,9.0,3,2,12.2,0.0,0.0,23.2,73.2
FL1454,6E480,2023-09-23,9,Saturday,1,IndiGo,A320,JAI,BHO,1994,12,166,180,160.0,89.0,10.0,9.0,4,2,3.4,0.0,0.1,60.5,77.4
FL0899,AI344,2023-12-29,12,Friday,0,Air India,B737,BOM,PNQ,149,8,38,162,138.0,,4.0,2.0,9,4,,7.3,0.0,26.9,46.6
FL1120,6E333,2023-10-10,10,Tuesday,0,IndiGo,A321,PNQ,MAA,1842,15,178,220,172.0,78.4,6.0,3.0,4,6,,0.0,0.0,9.7,13.6
FL1406,I5858,2023-03-14,3,Tuesday,0,AirAsia India,ATR72,BOM,VTZ,424,9,62,70,52.0,75.1,4.0,9.0,9,2,9.9,0.0,0.0,5.9,57.4
FL0808,SG265,2023-10-12,10,Thursday,0,SpiceJet,B737,JAI,BLR,400,16,65,162,141.0,87.6,3.0,1.0,4,7,0.0,20.5,0.0,19.8,27.1
FL0636,AI316,2023-12-12,12,Tuesday,0,Air India,ATR72,IXC,CCU,771,5,83,70,54.0,77.7,2.0,3.0,2,5,0.8,16.5,0.0,16.5,25.1
FL0371,6E914,2023-09-03,9,Sunday,1,IndiGo,A320,IXC,GOI,9000,5,158,180,149.0,82.9,10.0,9.0,2,3,,0.0,0.0,32.2,106.3
FL0040,G8169,2023-09-01,9,Friday,0,GoFirst,A320,BOM,GAU,464,9,64,180,129.0,71.9,7.0,10.0,9,2,17.3,0.0,0.0,47.2,83.6
FL0255,6E424,2023-05-31,5,Wednesday,0,IndiGo,A321,BHO,IXC,1986,20,155,220,188.0,85.8,5.0,1.0,2,2,6.9,0.0,0.0,17.3,26.8
FL0523,G8977,2023-08-30,8,Wednesday,0,GoFirst,A320,MAA,GAU,1867,16,158,180,133.0,74.3,7.0,10.0,6,2,5.8,28.1,13.8,68.9,114.5
FL0299,UK763,2023-03-09,3,Thursday,0,Vistara,A320,COK,HYD,880,15,89,180,144.0,80.3,1.0,5.0,4,6,5.0,0.0,0.0,9.9,34.3
FL1086,AI230,2023-10-16,10,Monday,0,Air India,B777,BHO,BLR,1941,16,172,342,322.0,94.3,4.0,3.0,2,7,2.6,0.0,0.0,7.6,44.0
FL1043,6E817,2023-08-01,8,Tuesday,0,IndiGo,A320,PNQ,GOI,1431,9,126,180,147.0,81.8,4.0,5.0,4,3,11.5,0.0,0.0,15.3,29.1
FL0884,G8976,2023-02-25,2,Saturday,1,GoFirst,B737,COK,HYD,880,20,81,162,112.0,69.4,5.0,1.0,4,6,12.5,0.0,0.0,31.1,55.3
FL0401,UK820,2023-05-30,5,Tuesday,0,Vistara,ATR72,LKO,IXB,875,19,92,70,68.0,98.6,4.0,6.0,3,2,4.5,0.0,0.0,7.7,57.6
FL0966,UK988,2023-11-18,11,Saturday,1,Vistara,,IXB,BLR,594,9,68,162,116.0,72.1,2.0,6.0,2,7,5.1,0.0,0.0,17.9,25.6
FL1212,SG315,2023-12-26,12,Tuesday,0,SpiceJet,ATR72,MAA,BHO,1641,9,156,70,62.0,88.7,1.0,,6,2,13.7,0.0,0.0,24.6,88.7
FL0813,SG907,2023-12-06,12,Wednesday,0,SpiceJet,B737,SXR,BLR,1290,6,128,162,142.0,,9.0,1.0,2,7,6.6,,0.0,37.4,75.7
FL0380,6E407,2023-11-12,11,Sunday,1,IndiGo,B737,HYD,ATQ,1778,8,168,162,124.0,76.9,1.0,3.0,6,2,7.3,0.0,0.0,8.8,28.2
FL1263,I5916,2023-02-20,2,Monday,0,AirAsia India,B737,COK,BLR,520,20,56,162,138.0,85.4,3.0,2.0,4,7,4.9,29.2,0.0,40.1,69.0
FL1388,6E597,2023-04-08,4,Saturday,1,IndiGo,B737,VTZ,DEL,1320,20,138,162,106.0,65.5,9.0,1.0,2,9,,0.0,0.0,52.9,79.3
FL1291,UK534,2023-10-30,10,Monday,0,Vistara,B737,ATQ,LKO,1726,20,158,162,110.0,68.5,4.0,1.0,2,3,9.5,8.8,0.0,21.7,31.5
FL0701,6E416,2023-08-16,8,Wednesday,0,IndiGo,A320,MAA,BLR,340,14,49,180,146.0,81.5,6.0,,6,7,0.0,0.0,0.0,17.1,41.3
FL0917,AI472,2023-01-13,1,Friday,0,Air India,A320,CCU,COK,1672,14,151,180,168.0,93.5,8.0,2.0,5,4,0.0,0.0,0.7,27.5,36.3
FL0545,SG489,2023-04-09,4,Sunday,1,SpiceJet,B737,DEL,BLR,1740,12,175,162,142.0,87.8,5.0,3.0,9,7,4.5,0.0,0.0,17.0,28.3
FL0321,I5984,2023-04-07,4,Friday,0,AirAsia India,A319,BOM,BHO,1198,20,120,144,124.0,86.3,1.0,2.0,9,2,,16.6,0.0,45.9,49.7
FL0415,SG223,2023-04-18,4,Tuesday,0,SpiceJet,A321,SXR,IXC,319,10,43,220,178.0,81.3,2.0,2.0,2,2,6.1,25.0,0.0,34.2,48.0
FL0142,6E400,2023-08-29,8,Tuesday,0,IndiGo,B737,GOI,DEL,1600,9,147,162,158.0,98.0,7.0,,3,9,4.9,0.0,0.0,19.9,60.3
FL0081,UK706,2023-10-23,10,Monday,0,Vistara,B737,IXC,MAA,1574,5,127,162,135.0,83.4,3.0,3.0,2,6,0.6,0.0,0.0,11.2,27.1
FL0509,6E516,2023-06-28,6,Wednesday,0,IndiGo,A320,BHO,BLR,684,12,81,180,180.0,100.0,5.0,,2,7,1.7,0.0,0.0,18.9,33.7
FL0094,6E972,2023-10-28,10,Saturday,1,IndiGo,CRJ-900,IXC,BHO,1991,10,174,90,65.0,72.8,2.0,2.0,2,2,3.0,0.0,0.0,13.2,14.5
FL0764,6E941,2023-04-05,4,Wednesday,0,IndiGo,ATR72,DEL,JAI,260,20,53,70,49.0,71.2,1.0,4.0,9,4,13.8,0.0,0.0,15.3,37.9
FL0258,6E826,2023-09-20,9,Wednesday,0,IndiGo,A321,SXR,MAA,922,21,99,220,199.0,90.7,10.0,7.0,2,6,0.0,26.6,0.0,67.2,78.7
FL0281,6E744,2023-04-26,4,Wednesday,0,IndiGo,ATR72,PNQ,BOM,149,6,37,70,70.0,100.0,3.0,2.0,4,9,0.2,0.0,0.0,8.2,27.3
FL0426,SG888,2023-05-24,5,Wednesday,0,SpiceJet,A320,LKO,IXB,1698,17,157,180,156.0,87.0,3.0,6.0,3,2,0.0,6.0,0.0,10.6,44.9
FL1151,6E690,2023-10-14,10,Saturday,1,IndiGo,A319,HYD,IXB,474,21,73,144,107.0,74.9,,1.0,6,2,1.9,3.1,0.0,9.0,31.5
FL0818,G8169,2023-07-24,7,Monday,0,GoFirst,A321,DEL,PNQ,1200,19,117,220,127.0,58.1,8.0,2.0,9,4,17.0,0.0,0.0,42.7,56.1
